sentence,decade
"Once a writer friend of mine had owned the ranch; but he, too, had become a revolutionist, though more disastrously than I, for he was already dead and gone, and none knew where nor how.",1890s
"Assured of their faithfulness, the Iron Heel can snap its fingers at all the rest of labor.",1890s
"Early one evening, while it was yet twilight, I had run across the street and into the butcher-shop to get some chops for Ernest’s supper.",1890s
"“Then wherein am I wrong?” “I can only reaffirm my position,” Dr. Hammerfield retorted tartly.",1890s
The green slime on the rocks alone testified that life was not extinct.,1890s
"They cast until the Bass grew suspicious, and would not rise to the bait; then they fished deep.",1890s
"One hand on the saddle, the other on the lever, I stood panting heavily in attitude to mount again.",1890s
"At the risk of disappointing Richardson I stayed on, waiting for the Time Traveller; waiting for the second, perhaps still stranger story, and the specimens and photographs he would bring with him.",1890s
"I’ve been offered a job in the Argentine, and might as well take it.",1890s
"What is intrusted to my secrecy, I religiously conceal; but I take as few trusts of that nature upon me as I can.",1890s
"""If I knew any way to ind it, you can bet I've had enough.",1890s
"‘Tis not enough to reckon experiences, they must weigh, sort and distil them, to extract the reasons and conclusions they carry along with them.",1890s
"And yet we make nothing of invoking God’s assistance in our vices, and inviting Him into our unjust designs: “Quae, nisi seductis, nequeas committere divis” [“Which you can only impart to the gods, when you have gained them over.”--Persius, ii.",1890s
"He's punchin' the earth full of wan thousand foot holes, and sendin' off two hundred quarts of nitroglycerine at the bottom of them, and pumpin' the accumulation across continents to furnish folks light and hate.",1890s
"""Come back here and count that 'leaden metal,' and then be transmutin' it into whiskey straight, the purest gold you got.",1890s
"""But you can't fish for the Bass with that, Jimmy Malone,"" cried Mary hotly.",1890s
He looked upon our catastrophe in the light of an adventure.,1890s
One was into the Socialist Party; the other was into the Republican Party.,1890s
"In events I carry myself like a man; in conduct, like a child.",1890s
Of such dealers nothing should be bought till after they are dead.,1890s
"I believe they go south slowly, as the cold drives them, and stop near as they can find guid fishing.",1890s
"“Mensque pati durum sustinet aegra nihil.” [“And the infirm mind can bear no difficult exertion.” --Ovid, De Ponto., i.",1890s
"Labor in all these countries has spent its wages, and cannot buy any of the surpluses.",1890s
"The end I had come in at was quite above ground, and was lit by rare slit-like windows.",1890s
"Long sittings at table both trouble me and do me harm; for, be it that I was so accustomed when a child, I eat all the while I sit.",1890s
"About London, for instance, perhaps half the prettier country is shut in against intrusion.",1890s
"I cannot permit myself, for any consideration, to tell them a lie.",1890s
"And therefore it is that I, for my own part, retreat as much as I can towards the first and natural station, whence I so vainly attempted to advance.",1890s
"“Packed with the pulse of an unborn race, Torn with a world’s desire, The surging flood of my wild young blood Would quench the judgment fire.",1890s
"I have contracted and curtailed mine, to make them as single and as simple as I can: “Nec ultra Errorem foveo.” [“Nor do I cherish error further.” or: “Nor carry wrong further.” --Juvenal, viii.",1890s
"The world is but a school of inquisition: it is not who shall enter the ring, but who shall run the best courses.",1890s
"Also, the house was built against the perpendicular wall; and in the wall itself, shored by strong timbers, well drained and ventilated, we excavated two small rooms.",1890s
"Of course, if the girl was really Whittington’s niece, she might be too cute to fall into the trap, but it was worth trying.",1890s
I’m going right back to London to put the case in the hands of your British police.,1890s
"Then I said: 'I waited until yesterday because I knew absolutely nothing about my subject'--the audience laughed--'and I could find nothing either here or in the library at home, so last night I reviewed Saintine's masterpiece, ""Picciola.""'",1890s
"Thought you were quite a meek little kid with just enough brains for my purpose.” “Life,” moralized Tuppence, “is full of surprises.” “All the same,” continued Whittington, “some one’s been talking.",1890s
"The rain had made the boughs mighty slippery, and it was all I could do to keep a foothold, but bit by bit I managed it, until at last there I was level with the window.",1890s
This instinct is stronger than any ethic they possess.,1890s
"I cannot even say whether it ran on all fours, or only with its forearms held very low.",1890s
"“Tacito mala vota susurro Concipimus.” [“We whisper our guilty prayers.”---Lucan, v.",1890s
"--by this means attributing to his quality the praise that only belongs to merit, and that of right is due to supreme desert, though lodged in the lowest and most inferior subject.",1890s
The lush vegetation of that sheltered spot make a natural shield.,1890s
It dawned upon me that of course the company could afford finer legal talent than could a workingman like Jackson.,1890s
"The banks, themselves constituting one of the most important forces of the Oligarchy, continued to call in credits.",1890s
